label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
gor07;sweetie;sweetie;auauauu;canapé;uh-uh;gong;gong;tump tump;lieverd;唉呀;唉呀;アイヤ;에그머닛;сластена
gor08;ayyyeee;ayyyeee;uga-uga;chocolate;juju-já;ouba-oub;ouba-oub;bananao;aiaiai;呜呼;嗚呼;ウヒョッ;부락;ух-ух-ух
gor09;vroom;vroom;brahaha;uga-uga;uga-uga;patouche;patouche;uhatà;vroem;煞啊;煞啊;そりゃっ;끼얍;на взлет
gor10;groovy;groovy;kongkong;cungagún;cungagún;tût tût;tût tût;entonces;groovy;同意;同意;いえてる;알만하다;респект
gor11;hello;hello;kittykong;kittybún;kittybún;rorille;rorille;arrruuu;hello;哈罗;哈囉;ハロー;헬로;алло
ham00;hammie;hammie;twirps;chucufá;chucufá;chicots;chicots;puff pant;hammie;火腿;火腿;ハム;햄햄;хомячок
ham01;cheekers;cheekers;fiep;do-re-mi;do-re-mi;bibille;bibille;triplo uau;wangetjes;转转;轉轉;キュルン;큐룽;щечки
ham02;indeed;indeed;hähäm;ñisqui;ñisqui;au pif;au pif;paella;inderdaad;就是这样;就是這樣;ですぞ;그렇다고;резонно
ham03;le ham;le ham;mjamjam;adoya;adoya;caries;yes sir;flop;le ham;咻咻;咻咻;ヒュー;휴우;ле хом
ham04;tarnation;tarnation;hümpf;moflete;ñiqui-ñú;gnognotte;ciel;vriiin;korenwolf;相信我;相信我;だってば;파샤샤;о-хо-хо
ham05;thump;thump;backi;tucu-tucu;tucu-tucu;pindépice;pindépice;popomf;boink;忐忑不安;忐忑不安;どきどき;둥게둥게;стук-стук
ham06;powderpuff;powderpuff;millimilli;nomnom;nomnom;abajoujou;abajoujou;fondue;donsbal;对啊;對啊;なのです;뽀드득;пушистик
ham07;snort;snort;squiep;andaquenó;noquenó;balivernes;gna gna;spatapumf;snuifsnuif;怒;怒;カーッ;카악;фырк
hip00;hippie;hippie;pfffft;batracio;hiponó;babi;babi;ipper;hippo;觉得是啦;覺得是啦;だぎゃー;그러마;гиппи
hip02;hipster;hipster;blupper;hippie;glop-glop;hip hop là;hip hop là;hiippy;hipster;是是;是是;でガンス;히포포;хипстер
hip03;bloop;bloop;blubber;glub-glub;glub-glub;rololol;gloups;blup;blubber;没错;沒錯;そうです;맞습니다;бултых
hip04;squirt;squirt;skwiirt;hipo-pipo;hipo-pipo;hips hips;hips hips;squirt;spetter;因为;因為;じゃけん;오도독;малек
hip05;my dear;my dear;mei o mei;corassón;hipopop;joli cœur;joli cœur;bibù;liefje;哔哔;嗶嗶;だピー;쩝쩝;дорогуша
hip08;beach bum;beach bum;höhöhö;algas;ho-hop;mille;mille;uhuhuh;strandgast;世世;世世;でっせ;냉큼오슈;лежебока
hip09;natch;natch;hipphipp;chofchof;chofchof;tam-tam;tam-tam;vale;tuurlijk;Yes;Yes;イェス;예스;естессно
hrs00;pardner;pardner;wiehie;zanahoria;jopop;taty;howdy;cowboy;draver;搞笑;搞笑;なんちて;농담;партнер
hrs01;sugar cube;sugar cube;gimazuka;terroncito;clic-cloc;susucre;susucre;zolletta;klontje;走哦;走囉;いくわよ;달리자;сахарок
hrs02;y'all;y'all;wichichi;azucarillo;azuquita;wimbowé;wimbowé;hip hip;pony;说到;說到;ってば;맞아요;и все
hrs03;tenderfoot;tenderfoot;anfänger;pezuñitas;hop-uah;mouuuuiii;mouuuuiii;pinopino;jonkie;酥酥;酥酥;だヒヒン;히히힝;жеребенок
hrs04;nay;nay;galoppp;bípedo;ñiii;shérif;shérif;nay;nihihiet;布鲁鲁;布魯魯;ブルル;부르르;не-е-ет
hrs05;hay-OK;hay-OK;heu-ja;okeimakei;okeimakei;youp là;youp là;biadina;knol;嘶嘶;嘶嘶;みゃあ;당근당근;тык-дык
hrs06;greenhorn;greenhorn;greenhorn;jo-joy;jo-joy;tagada;tagada;pirulì;ju;不是啦;不是啦;じゃない;게슴츠레;новичок
hrs07;sugar;sugar;plätzchen;bomboncito;hop-puá;beauté;beauté;dolcetto;snoepje;游游;遊遊;あそばせ;훗훗;рафинад
hrs08;neighbor;neighbor;nachbar;niiiih;niiiih;mustang;mustang;oh mamma;hinnik;蹦;蹦;だポン;몰라요;соседушка
hrs09;nipper;nipper;mausezahn;criatura;nih-nah;galapia;hippique;palio;veulen;舒服;舒服;サヴァ;봉쥬르;кусь-кусь
hrs10;clip clawp;clip clawp;schauder;troteras;clip-clop;mouh-ouh;mouh-ouh;clop clop;klipklop;吹卷卷;吹捲捲;ぴろぴろ;다그닥;цок-цок
hrs11;check it;check it;hamham;jia;jia;hue hue;hue hue;hiii;hortsik;请看;請看;ごらんよ;이거봐;глянь
hrs12;haaay;haaay;nichja;quepassa;cli-cló;en selle;en selle;clip clop;hooooi;听说是;聽說是;だっけ;그런가;се-е-ено
hrs13;glitter;glitter;wihihihi;pinchito;trotót;trottoune;western;vamos;glitter;喂！你;喂！你;ね、キミ;그대여;блеск
hrs16;ayup yup;ayup yup;tada;alehop;juááá;crincrin;crincrin;hiii-op;uhuh;哼;哼;スン;쉬익;но-но
kal00;tsk tsk;tsk tsk;grins;pues;tsé tsé;tss tss;tss tss;tsé tsé;tss tss;啊啦;啊啦;アラ;어맛;ц-ц
kal01;guvnor;guvnor;schnarchhh;tú;eucaliup;chef;chef;tesorino;chef;晶亮;晶亮;キラリ;반짝;лидер
kal02;toasty;toasty;zubba;tesoro;pichú;pêchou;pêchou;toasty;toastje;不得了;不得了;とっても;정말로요;хрустяшка
kal03;sunshine;sunshine;sternchen;súper;calipto;mon trésor;mon trésor;calipto;zonnetje;无尾熊;無尾熊;だコアラ;발그레;солнышко
kal04;mate;mate;partner;jorf-jorf;jorf-jorf;galopin;calyptus;dinamite;partner;钱钱;錢錢;だがや;버텨;напарник
kal05;ol' bear;ol' bear;altes Haus;osete;koahhh;koa là là;koa là là;ulabadula;ouwe beer;颗颗;顆顆;ククッ;큐큐;медведище
kal08;nuh uh;nuh uh;kolala;kolalá;koalalá;zyva;zyva;eurekalì;echnie;咦;咦～;え～;어어;ох-хо
kal09;chips;chips;liptus;trololó;tralalá;sandwich;sandwich;ponzipò;chips;哇;哇～;わ～い;우와;ничего
kal10;yeah buddy;yeah buddy;yeah;ouyeah;ouyeah;yapaphoto;oh yeah;koahola;yeah;喂喂;喂喂;おいおい;야야야;приятель
kgr00;child;child;kindchen;mi alma;chiquichí;gamin;gamin;cucciolo;kind;补补;補補;ッポン;폴짝;детка
kgr01;wee baby;wee baby;knirps;peso mosca;ala-rorro;riquiqui;riquiqui;oplà;ukkepuk;嘿;嘿;ッハ;응;малютка
kgr02;little one;little one;beutel;bebé;arrorró;poupon;mon pit;gnegné;kleine;亲亲;親親;だフン;오롤로;дитятко
kgr05;my pet;my pet;schmusi;mascotita;brillabrí;mon étoile;mon étoile;fagotto;troetel;庞克;龐克;だパンク;뭘봐;лапочка
kgr06;boing;boing;flottflott;púgil;do-doing;d'la balle;d'la balle;saltolà;boing;对耶;對耶;よねー;이자슥;прыг
kgr08;pockets;pockets;boingboing;boing;boing;popoche;popoche;boing;zakkies;别装了;別裝了;じゃのう;어험;карманчик
kgr09;punches;punches;bonk;chimpón;chimpón;savate;savate;balz balz;boks;做就对了;做就對了;やるぜ;아자;хук
kgr10;pouches;pouches;hüpf;nainoná;nainoná;wallaby;wallaby;me oui;buidels;好唷;好唷;いいのよ;조아요;кармашек
lon00;shredded;shredded;kumpel;sabes;grrrau;m'pote;mon man;ruggi;maaaan;男人;男人;メ～ン;요～맨;че-е-ел
lon01;unh-hunh;unh-hunh;grolll;groar;groar;bébé;bébé;unh-hunh;aloha;听懂吧;聽懂吧;ダロガ;안그냐;буги-вуги
lon02;cool cat;cool cat;coolcat;melenas;grrreh;lionceau;lionceau;grrringo;coole kat;狮狮;獅獅;だオン;티라이온;спокойно
lon04;lion cub;lion cub;löwieh;fiera;gro-grau;minus;minus;sonré;jong;上课了;上課了;よな;졸지마;левушка
lon06;cagey;cagey;gröhl;sapristi;sapristi;grif-grif;grif-grif;groarrivo;rrrrrauw;哈哈哈;哈哈哈;ハハハ;하하하;зоосад
lon07;capital;capital;graaah;ticotaco;ticotaco;criniou;excellent;roar;koninklijk;哪哈;哪哈;ナハッ;크릉;капитально
lon08;precisely;precisely;grrroooh;picoplás;picoplás;papatte;papatte;ahora;exact;正确;正確;まさしく;옳거니;честь имею
mnk01;po po;po po;spitzi;monada;ukiú;po po;po po;po po;banaan;唔唔;唔唔;ウキャ;끼끼;пу-пу
mnk02;zzzook;zzzook;bannabanna;chimpa;chimpa;zzziik;zzziik;zzzook;zzzoeh oeh;猿猿;猿猿;でござる;하옵니다;дружок
mnk03;chimpy;chimpy;agaga;uki-uki;uki-uki;booof;booof;scimmietta;chimpie;哇呜;哇嗚;ワオ;와우;шимпатяга
mnk04;g'tang;g'tang;abbo;uuuuh-ah;uuuuh-ah;l'outang;l'outang;g'tang;orang;香蕉;香蕉;バナーナ;바나나;ух-эх
mnk05;puh-lease;puh-lease;strebstreb;ricura;uh-lalá;steup;steup;per favore;kom op zeg;孟孟;孟孟;だモン;몽몽;само собой
mnk06;rerack;rerack;kikiki;afuá;afuá;oh hisse;oh hisse;clap clap;oe-⁠a-⁠a;差不多;差不多;どっこい;빠샤;у-у-у
mnk07;cheeky;cheeky;makimaki;tunante;babuí;tavu;tavu;babbuh;brutaaltje;呜吱吱;嗚吱吱;ウキキ;우끼네;щекасто
mnk08;monch;monch;miekmiek;millón;ñim-ñim;liaaaane;liaaaane;panzé;smak;去吧;去吧;だぜ;흠냐리;чавк-чавк
mus00;squeaky;squeaky;quieek;cuiqui;cuiqui;tatouille;coui-coui;squiksquik;pieperig;美吧;美吧;だべ;찍찍;пип-пип
mus01;squinky;squinky;pfiffikus;caramba;scroch;scriiich;scriiich;squick;piepsels;非也;非也;てやんで;긍가벼;фью-фью
mus02;eeks;eeks;visavisa;petisú;petisú;hiiiii;hiiiii;eeks;ieps;嘎哈;嘎哈;ギャハッ;캬학;пип
mus03;cheeseball;cheeseball;kicher;orejas;quesuá;boulette;boulette;formaggino;kaaskoekje;说说的;說說的;なーんて;글치머;сы-ы-ыр
mus04;pipsqueak;pipsqueak;pieeeps;flojeras;escuác;scouic;scouic;pisquak;piepklein;吱;吱;チュー;쪽;ревушка
mus05;ace;ace;boa-ey;quesito;chopchop;tip top;tip top;flapflap;toppie;厉害;厲害;すっげぇ;무진장;мастерски
mus08;sweetie;sweetie;schatzi;yogurín;escuic;claquos;claquos;squitto;zoetje;滑滑;滑滑;ですワ;달짝지근;сладость
mus09;squee;squee;fieps;ñiiiik;ñiiiik;nouik;nouik;squiii;piephoi;蹑蹑;躡躡;がってん;힐끔힐끔;пи-и-и
mus10;cannoli;cannoli;piepser;cloricló;cloricló;dis donc;dis donc;cippoli;cannoli;开心;開心;ルンルン;룰룰;канноли
mus12;eat it;eat it;knabba;dientes;flinflán;flim-flam;flim-flam;squikko;smakelijk;微微;微微;ピコ;앗차;ням-ням
mus14;shorty;shorty;käääse;atiza;atiza;bééléé;bééléé;quink;kleintje;可恶;可惡;にゃろ;짜샤;коротышка
mus15;eekers;eekers;achja;piruleta;escui-cui;skouik-ik;skouik-ik;zink zink;piepers;就说吧;就說吧;ですよね;내말이요;пи-пи-пи
mus16;yelp;yelp;nagnag;bocadito;ñiñi-ñiá;téma;okka;rattaplan;piepzak;呵呵呵;呵呵呵;おほほ;오호호;писк
mus17;oh bow;oh bow;bling;migas;brillilí;grugru;grugru;cheeese;strikje;啾啾;啾啾;でちゅの;그러찍;бантик
mus18;fromage;fromage;hoho;fundifún;fundifún;frometon;cheese;iiik;cheese;也是啦;也是啦;まあね;꼬리꼬리;сырок
ocp00;sucker;sucker;schling;chupatinta;glop-glop;chenapan;chenapan;perdindi;zuignap;章鱼;章魚;タコ;쭉쭉;все пропало
ocp01;blurp;blurp;blubblub;dospatas;bliup;beurp;beurp;blurp;blorp;咔;咔;きゃ;캬캬;хлюп
ocp02;bloop;bloop;saug;churubú;churubú;sploush;sploush;blub;bloep;认同;認同;せやねん;약히;буль
ost00;chicken;chicken;hühnchen;gallina;plumifá;poupoule;poupoule;polpetta;kippie;果然;果然;やっぱし;역시;цыпленок
ost01;stretch;stretch;ajajajjj;plumillas;plumiplú;codêt;codêt;stretch;en strek;千岁;千歲;ですの;그렇지라;растяжка
ost02;speedy;speedy;flottilda;fiuuun;fiuuun;euh quoi;euh quoi;vruum;raprap;鸵鸟;鴕鳥;だチョー;그렇다조;быстро
ost03;zort;zort;affenzahn;chiuuun;chiuuun;pik pik;pik pik;niiun;klik-kluk;机械;機械;だメカ;치지직;дзынь
ost05;dahling;dahling;püh;churri;churri;trutruche;trutruche;blaaah;schatje;吼唷;吼唷;やだわね;어머몰라;дарлинг
ost06;sweatband;sweatband;happahappa;gruqui;gruqui;omelette;omelette;boa;zweetband;哎呀呀;哎呀呀;およよ;오요용;не потей
ost07;hurk;hurk;zwoing;jurk;jurk;bécot;bécot;tambien;struis;轰隆隆;轟隆隆;ホロロ;호롤로;хех
ost08;quite so;quite so;flaum;goticas;igh-igh;viiiite;viiiite;bien sur;juist ja;是嘛;是嘛;ですのね;그랬구나;вот так
ost09;pinky;pinky;flappflapp;croqui;croqui;guiboles;rosi rosa;sivuplé;roze;红鹤;紅鶴;だミン;밍고밍고;розочка
ost10;sparky;sparky;pieks;equilicuá;equilicuá;chanmé;chanmé;behmù;vonkje;好热;好熱;アツイわ;아뜨뜨;искорка
pbr00;pah;pah;ahhh;rapaz;rapahhh;trraaaa;trraaaa;pah;poeh;唔咿;唔咿;だワイ;다꿇어;пф-ф
pbr01;cuz;cuz;adlerauge;chinchilla;cro-ah;croooa;croooa;mini mini;broeder;卡拉卡拉;卡拉卡拉;カラカラ;엄멈머;вот
pbr02;hawkeye;hawkeye;schwinge;aguililla;aguilííí;œil agile;tout vu;pronti via;arendsoog;啪沙啪沙;啪沙啪沙;バサバサ;퍼덕퍼덕;глаз-алмаз
pbr03;captain;captain;käpten;cadete;capííí;flap flap;flap flap;capo;kaptein;继继;繼繼;ッキーッ;짜란～;капитан
pbr05;skree-haw;skree-haw;flapp;grrraak;grrraak;phélès;grrraak;gawk;kra-hoe;溜溜;溜溜;アリョイ;내놔;курлы
pbr06;crushy;crushy;kriiieck;vulanico;vulanico;maaaarre;maaaarre;rapaciao;pletter;多谢;多謝;ダンケ;크헐;красава
pbr07;skraaaaw;skraaaaw;krahkrah;mancuernas;escróóó;kaputt;kaputt;chicchirò;havik;呀啊;呀啊;やあッ;호옷;клекот
pbr08;wingo;wingo;kiiiiiih;flopflop;flopflop;royaaaal;royaaaal;baila;vleugels;是;是;でーッス;수리수리;крыло
pbr09;feathers;feathers;kraaack;plumis;plumí;bebec;bebec;ah bon;pluimpje;是呢;是呢;そうね;그래맞아;перышко
pgn00;b-b-baby;b-b-baby;b-bestens;pescadito;pescadí;b-b-bébé;b-b-bébé;b-b-baby;b-b-baby;若;若;だジョー;랄라;к-к-крошка
pgn01;b-b-buddy;b-b-buddy;k-k-kumpel;titirito;titirito;pépépère;pépépère;br-br-brr;m-m-maatje;企鹅;企鵝;だペン;팽팽;д-дружище
pgn02;brainfreeze;brainfreeze;d-d-dude;waap;waap;cococopain;cococopain;brivido;k-k-kerel;十字;十字;ペンペン;땡땡;ч-чубрик
pgn03;slushie;slushie;slaschi;esploch;esploch;manette;manette;sguish;ĳsje;禅;禪;ちぅねん;아따;ледок
pgn04;brrrmph;brrrmph;grrmpf;heladito;urfff;bourfff;bourfff;brrrumf;brrrhmpf;滑溜溜;滑溜溜;ツルルン;으쓱;брр-хм
pgn05;h-h-h-hon;h-h-h-hon;sssweetie;crustáceo;ki-ki-kiú;h-h-h-hon;h-h-h-hon;a-a-amor;d-d-duifje;唔呼呼;唔呼呼;ウフフ;우훗훗;м-милашка
pgn06;brrrrrrrrr;brrrrrrrrr;brrrrrrrrr;sardinilla;brrr-uah;brrrrrrrrr;brrrrrrrrr;brrrrrrrrr;brrrrrrrrr;候补;候補;さぶー;엣취;брр
pgn09;so it goes;so it goes;wackel;personaje;espoink;blanbec;blanbec;uhiii uuuh;zo is 't;所以啦;所以啦;だからね;뒤집어;вот так вот
pgn10;human;human;menschlein;humanoide;glaciux;boudiou;humanoïde;glacius;mens;轧轧;軋軋;ツーツツ;에헴헴;человек
pgn11;waddler;waddler;plitsch;chirpi;chirpi;zozio;zozio;tubi tubi;waggelaar;卷卷;捲捲;クルクル;펭글펭글;ластошлеп
pgn12;picante;picante;watschl;siclaro;siclaro;gla gla;gla gla;frio;picante;宝宝;寶寶;ベイベッ;베이베;огонек
pgn13;cha;cha;flatsch;fresqui;fresqui;golri;frigogo;iglù;duh;这样唷;這樣唷;じゃんよ;맞잖아;чхи
pgn14;frappe;frappe;bibib;esmoquin;frapé;mon glaçon;mon glaçon;unz unz;frappé;凉爽;涼爽;ヒヤリ;꽁꽁;пенка
pig00;nyoink;nyoink;oinkoink;ñoink;ñoink;coink;coink;niooink;hupsaknor;感谢;感謝;どもども;꿀꿀;хряк-бряк
pig01;snoutie;snoutie;schnauzie;oink-oink;oink-oink;jambon;jambon;ficcanaso;snuiter;哇赛;哇賽;だわさ;거라예;хрюша
pig02;swine;swine;gronk;porcino;esnoink;porcelet;porcelet;snoooink;big;万年;萬年;まんねん;꾸엑;хряк
pig03;snortle;snortle;schniff;groink;groink;cuick;cuick;snort;snuif;懒懒;懶懶;とかね;아님말구;хрюк-хрюк
pig04;snoooink;snoooink;schnoink;cochín;cochín;groingroin;groingroin;snoink;knorrie;唷;唷;よぅ;예예;хрю-ю-ю
pig05;snork;snork;grunz;pork;pork;diantre;diantre;snork;snurk;噗;噗;だブー;꼬르륵;хрю
pig08;hot dog;hot dog;würstel;saperlipop;saperlipop;andouille;andouille;salsicce;knakker;公亩;公畝;でアール;이노라;сосиска
pig09;schnort;schnort;quiek;oink;oink;minot;minot;sgrunf;oink;噗嘻;噗嘻;ブヒッ;쌀;хрю-хряк
pig10;schep;schep;kringel;girasol;oinki;grouik;grouik;sissì;knor-knor;嗯;嗯;うん;유후;хрюля
pig11;shweetie;shweetie;glotz;trufita;trufits;fleur;fleur;oink;knorrelief;弹弹;彈彈;ぷるる;아앙;хрюмпатяга
pig13;snortie;snortie;lächel;chanchi;chanchi;tigroin;tigroin;gruffeffè;snufferd;当啷;噹啷;ちゃりん;땡그랑;хрюк
pig14;zoink;zoink;borsti;zoink;zoink;lardon;lardon;oinc;moddervet;豚;豚;だトン;떼끼에로;хряк-с
pig15;weeweewee;weeweewee;quiiiek;bidoink;bidoink;toutébon;toutébon;boink;ieieieie;比利比利;比利比利;ウリウリ;냠냠;уи-и-и
pig16;sooey;sooey;grubbel;morrito;cuinoink;sabots;sabots;grufidù;kom kom;讨厌啦;討厭啦;やだも～;어우야;хрюшка
pig17;snuffle;snuffle;schnorrz;dindoink;dindoink;sauciflard;sauciflard;splosh;snuffelaar;噗呼呼;噗呼呼;ブフフ;꿀꾸루;хрю-хрю
rbt00;tee-hee;tee-hee;tiihii;oy-oy-oy;oy-oy-oy;hé hé hé;hé hé hé;tiptap;hihi;好像喔;好像喔;みたいな;그렇지뭐;хи-хи
rbt01;wee one;wee one;uiui;trompis;toini;lapinou;lapinou;caroté;lamprei;啷;啷;ラン;룰루랄라;малыш
rbt02;doyoing;doyoing;hoppsa;toin-toin;toin-toin;touloulou;touloulou;evviva;bojoing;土俑;土俑;はにょ;삐용;прыг-скок
rbt03;bunyip;bunyip;hopplahopp;boin-boing;boin-boing;mon lapin;mon lapin;bun bun;ninja;忍忍;忍忍;ニンニン;닌닌;заяссс
rbt04;mon chou;mon chou;herzblatt;mon chou;mon chou;cahuète;cahuète;cherie;mon amour;唔贺;唔賀;ムホッ;쿨럭;мон зайшу
rbt05;honeybun;honeybun;liebling;mari;reboing;mon lièvre;mon lièvre;mielito;honnepon;琪他;琪他;だっち;꺄오;зайчик мой
rbt06;li'l hare;li'l hare;hihi;pipita;requeboing;ti’ lièvre;ti’ lièvre;gnaf;haasje;就这样啦;就這樣啦;なのサ;울랄라;зайчишка
rbt07;bunbun;bunbun;öhrchen;pompón;toin-lalá;pinpin;pinpin;bunbun;knijnelijn;我说呀;我說呀;ってさ;라던데;зайчонок
rbt08;mochi;mochi;goseimas;mochi;mochi;mochi;mochi;mochi;mochi;臣;臣;まろ;땡글;зайпончик
rbt09;li'l ears;li'l ears;paffpaff;orejitas;orejí;n'oreille;n'oreille;orecchine;hangoor;普通;普通;フツーに;보통이지;ушки
rbt10;old bunny;old bunny;hasi;y tal;bingboing;morbleu;tout bleu;soufflé;ouwe reus;是啦;是啦;ですね;그렇잖아;зайчище
rbt11;hopalong;hopalong;hüpfauf;hópala;hópala;sans rire;sans rire;hoppela;hopsala;酸酸;酸酸;ぶいぶい;아으셔;скок-поскок
rbt12;karat;karat;hey man;kaninchen;kaninchen;carotte;carotte;lulalà;wortels;噜啦啦;嚕啦啦;ルララ;쇼봉;морковка
rbt13;sparkles;sparkles;knuddl;mimomimo;mimomimo;hop;hop;lilalà;sprankel;哩啦啦;哩啦啦;リララ;샤방;золотце
rbt14;thumper;thumper;puschel;vida extra;fiiiiú;pfui;pfui;siiigh;stamper;风;風;ぷぅ;뿌우;топ-топ
rbt15;amigo;amigo;amigo;tralarí;tralarí;pécaïre;amigo;aquesí;amigo;朋友;朋友;アミーゴ;아미고;амиго
rbt16;nougat;nougat;langohr;arcoíris;nufinuf;pinou-nou;nougat;gnuf gnuf;noga;真的;真的;まじで;진짜진짜;карамелька
rbt17;deelish;deelish;hüppi;oh lalá;oh lalá;nananère;nananère;hurrah;heer-lijk;不妙;不妙;ヤバッ;어뜨케;вкусняшка
rbt18;coooooool;coooooool;mümml;muyayo;muyayo;chaaauuud;chaaauuud;niglio;gaaast;就是如此;就是如此;そうさね;나도나도;зайчелло
rbt19;cottontail;cottontail;jahopp;muesli;hep-hep;auch auch;zip zip;baffoplà;staartje;月球;月球;だムーン;거봐라;зайцехвост
rbt20;ribbit;ribbit;kerokero;keroppi;keroppi;kérocarot;kérocarot;kerokero;kikk'r;蛙蛙;蛙蛙;けろけろ;케로케로;зайцеквак
rhn00;kerPOW;kerPOW;rumpel;tapumba;tapumba;kaboum;kaboum;zamperù;klaBAM;犀犀;犀犀;ですサイ;아뿔소;бабах
rhn01;bigfoot;bigfoot;stampf;jip-jip;jip-jip;grand pied;grand pied;piedone;grootvoet;嗯噗;嗯噗;ンフ;훗;босс
rhn02;punk;punk;punk;granuja;papúm;saperlotte;groumph;pachi;schelm;混混;混混;でヤンキ;빠직;бродяга
rhn04;schnozzle;schnozzle;schneuzel;narigón;kaplut;euh;euh;splush;sneuzel;念念;念念;のネン;뿔뿔;шнобель
rhn07;shortcake;shortcake;trarapp;fresitas;fruti;ma fraise;confiture;rien;schuimpje;糖糖;糖糖;でシュガ;베리베리;кексик
rhn08;yo yo yo;yo yo yo;bomm;purrum;purrum;badaboum;badaboum;stomp;yo yo yo;超强;超強;パネェ;킁킁;йоу
shp00;baaaffo;baaaffo;bäääh;beeeibi;beeeibi;pupull;foulââârd;beeeby;bèèè;就这样呀;就這樣呀;なのね;쩝;бе-е
shp01;daahling;daahling;däääää;peeelusa;peluuusas;chêêêri;chêêêri;breeezza;schaaaapje;一二三;一二三;アンドゥ;앤쥬;мила-ашка
shp02;lambchop;lambchop;la-a-amm;veeenga;yupitiii;bêbêêêêh;bêbêêêêh;laaagna;krulletje;咩;咩;メェー;메에에;ребрышко
shp03;baa-dabing;baa-dabing;badabing;no veeeas;baa-bii;mon agneau;mon agneau;beeene;mèèèh;羊毛;羊毛;ウール;울;бэ-дабинь
shp04;baaaby;baaaby;bäääby;peeeque;baaa-buá;bêllissime;bêllissime;beensì;bè-⁠ste;爱;愛;ありんす;포근포근;бэ-эби
shp07;bo peep;bo peep;blö-ö-ök;babeeebí;babeeebí;tourni;tourni;babeeebí;wollebol;是的唷;是的唷;ですのよ;됐거든;пасемся
shp08;shearly;shearly;zottel;lanitas;laaaná;toison;toison;hermoso;scheerlijk;北鼻;北鼻;ベイビー;자기야;завитушка
shp09;lambkins;lambkins;wuschel;joyita;bee-biis;bê-bê-bê;bê-bê-bê;beee-ehi;lammetje;一丝丝;一絲絲;イシシ;꺄르르;овечка
shp10;pine nut;pine nut;bwäääh;yalovéees;yalovééés;barbiche;barbiche;pecoramè;denappel;等啊;等啊;まつわ;달려;сосенка
shp11;oh ewe;oh ewe;knuddel;berebé;berebé;mouêêê;mouêêê;beee la la;ooi zeg;薯薯;薯薯;だポテ;포테토;мутончик
shp12;nightshade;nightshade;knuffi;lanas;lanavá;tricoti;tricoti;lanadà;nachtvacht;辛苦了;辛苦了;おつかれ;수고;травинка
shp13;honk honk;honk honk;helau;moquimoqui;moquimoqui;bamboche;hahaha;peco peco;alaaf;丑丑;丑丑;グフフ;므흐흐;бе-бе
shp14;fuzzy;fuzzy;kikilala;kikilala;kikilala;mohair;mohair;ovinin;kikilala;毛茸茸;毛茸茸;ふわもこ;폭신폭신;мягенько
shp15;indeedaroo;indeedaroo;jau;diiigo yo;digoyó;broutille;broutille;veronò;precies;哇耶;哇耶;ふんふん;뿜뿜;точно-точно
squ00;slacker;slacker;faulenzer;almendrita;esñik;noisette;noisette;sgronch;luilak;就是唷;就是唷;なのよ;거얌;лень
squ01;nutlet;nutlet;knack;bayita;ñicuá;coquille;coquille;scrick;notendop;哼哼;哼哼;ふふん;헤헤헤;крошка
squ02;bucko;bucko;manno;guirlache;guirlache;gogo;gogo;gnic gnic;vent;是哦;是囉;でしゅ;예용;дружище
squ03;chipmunk;chipmunk;spatzl;piñoncito;piñoní;fouloulou;fouloulou;cipì;eekhoorn;正经;正經;つんっ;쯧쯧;бурундук
squ04;niblet;niblet;knusper;bellotita;trocitrí;nunuche;grignotte;truciolo;knabbel;咯吱咯吱;咯吱咯吱;ガジガジ;송송;орешек
squ05;sidekick;sidekick;strampl;piñita;hai-ááá;poto;haï-ya;spalla;sidekick;嘿唷;嘿唷;せいやっ;흠냐;коллега
squ06;hulaaaa;hulaaaa;hulaaaa;ulaaaa;ulaaaa;houlaaaa;houlaaaa;ehilaaà;hoelaaa;你;你;ユー;휴;уа-а-а
squ07;nutmeg;nutmeg;muskat;ramita;raminí;tac;tac;nocciolina;muskaatje;要是;要是;ったら;까꿍;мускатик
squ08;krzzt;krzzt;krazz;avería;kreee;krzzt;krzzt;sguscio;bliksems;闪闪;閃閃;ピカッ;콰광;вж-ж-ж
squ09;ahhhhhh;ahhhhhh;knabber;bichito;bellotuá;ahhhhhh;ahhhhhh;squercia;ahhhhhh;喔哼;喔哼;うっふん;우훗;ах-ах
squ10;nutcase;nutcase;knorz;cáscaras;crac-crac;dingo;dingo;nocciola;mafnoot;炯炯;炯炯;キッ;사각사각;арахис
squ11;WHEE;WHEE;huiii;macadamia;ñip-ñip;yeeeees;cacahuète;SCRUNCH;cashew;啦啦;啦啦;ララー;랄랄라;ух ты
squ13;nice nice;nice nice;tjaja;pincel;bi-buá;ptigri;ptigri;munch;jaja;做得好;做得好;やるわね;굿굿;ладно
squ14;hubbub;hubbub;jammi;caldito;yupip;grignote;grignote;sgranocc;jammie;咻;咻;ひゅん;퓨우;хрум
squ15;nutty;nutty;nussi;albricias;nutinú;scratchy;abajoue;squittole;nootje;甜甜;甜甜;デス;도톨도톨;чок-чок
squ16;cardio;cardio;hoppi;zasca;zasca;toutouffe;pacane;flash;topfit;鼓栗鼓栗;鼓栗鼓栗;クリクリ;땡글땡글;треники
squ17;sulky;sulky;huschhusch;tecuén;tecuén;nanache;carpe diem;ardillà;knorrepot;不管怎样;不管怎樣;あながち;어차피;тихоня
