label;English;English (Europe);German;Spanish;Spanish (US);French;French (US);Italian;Dutch;Chinese;Chinese (Traditional);Japanese;Korean;Russian
00143;yellow simple door;yellow simple door;Gelb-Einfachtür;puerta sencilla ocre;puerta sencilla ocre;porte simple jaune;porte simple jaune;porta semplice gialla;gele eenvoudige deur;黄色简约门;黃色簡約門;きいろいシンプルなドア;노란색 심플한 문;желтая обычная дверь
00144;deep-green simple door;deep-green simple door;Dunkelgrün-Einfachtür;puerta sencilla verde alga;puerta sencilla verde alga;porte simple vert sombre;porte simple vert sombre;porta semplice verde scuro;groene eenvoudige deur;深绿色简约门;深綠色簡約門;ふかみどりのシンプルなドア;진녹색 심플한 문;темно-зел. обычная дверь
00145;purple simple door;purple simple door;Lila-Einfachtür;puerta sencilla lila;puerta sencilla morada;porte simple violette;porte simple mauve;porta semplice viola;paarse eenvoudige deur;紫色简约门;紫色簡約門;むらさきのシンプルなドア;보라색 심플한 문;фиолет. обычная дверь
00146;yellow zen door;yellow zen door;Gelb-Japan-Tür;puerta oriental ocre;puerta oriental ocre;porte zen jaune;porte zen jaune;porta zen gialla;gele zendeur;黄色和风门;黃色和風門;きいろいわふうなドア;노란색 일본풍 문;желтая дзен-дверь
00147;brown zen door;brown zen door;Braun-Japan-Tür;puerta oriental marrón;puerta oriental marrón;porte zen marron;porte zen brune;porta zen marrone;bruine zendeur;茶色和风门;茶色和風門;ちゃいろいわふうなドア;갈색 일본풍 문;коричневая дзен-дверь
00148;red zen door;red zen door;Rot-Japan-Tür;puerta oriental roja;puerta oriental roja;porte zen rouge;porte zen rouge;porta zen rossa;rode zendeur;红色和风门;紅色和風門;あかいわふうなドア;빨간색 일본풍 문;красная дзен-дверь
00149;black zen door;black zen door;Schwarz-Japan-Tür;puerta oriental nogal;puerta oriental nogal;porte zen noire;porte zen noire;porta zen nera;zwarte zendeur;黑色和风门;黑色和風門;くろいわふうなドア;검은색 일본풍 문;черная дзен-дверь
00150;lacquered zen door;lacquered zen door;Lack-Japan-Tür;puerta oriental negra;puerta oriental negra;porte zen laquée;porte zen laquée;porta zen laccata;gelakte zendeur;漆黑和风门;漆黑和風門;うるしぬりのわふうなドア;옻칠한 일본풍 문;лакированная дзен-дверь
00151;yellow zen door;yellow zen door;Gelb-Japan-Tür;puerta oriental ocre;puerta oriental ocre;porte zen jaune;porte zen jaune;porta zen gialla;gele zendeur;黄色和风门;黃色和風門;きいろいわふうなドア;노란색 일본풍 문;желтая дзен-дверь
00152;brown zen door;brown zen door;Braun-Japan-Tür;puerta oriental marrón;puerta oriental marrón;porte zen marron;porte zen brune;porta zen marrone;bruine zendeur;茶色和风门;茶色和風門;ちゃいろいわふうなドア;갈색 일본풍 문;коричневая дзен-дверь
00153;red zen door;red zen door;Rot-Japan-Tür;puerta oriental roja;puerta oriental roja;porte zen rouge;porte zen rouge;porta zen rossa;rode zendeur;红色和风门;紅色和風門;あかいわふうなドア;빨간색 일본풍 문;красная дзен-дверь
00154;black zen door;black zen door;Schwarz-Japan-Tür;puerta oriental nogal;puerta oriental nogal;porte zen noire;porte zen noire;porta zen nera;zwarte zendeur;黑色和风门;黑色和風門;くろいわふうなドア;검은색 일본풍 문;черная дзен-дверь
00155;lacquered zen door;lacquered zen door;Lack-Japan-Tür;puerta oriental negra;puerta oriental negra;porte zen laquée;porte zen laquée;porta zen laccata;gelakte zendeur;漆黑和风门;漆黑和風門;うるしぬりのわふうなドア;옻칠한 일본풍 문;лакированная дзен-дверь
00156;walnut latticework door;walnut latticework door;Dunkelbraun-Gittertür;puerta celosía nogal;puerta celosía nogal;porte treillage marron foncé;porte treillage brun foncé;porta graticcio marr. scuro;donkerbruine lattendeur;深棕色格子门;深棕色格子門;こげちゃのこうしのドア;고동색 격자문;каштановая дзен-дверь
00157;red latticework door;red latticework door;Rot-Gittertür;puerta celosía roja;puerta celosía roja;porte treillage rouge;porte treillage rouge;porta graticcio rossa;rode lattendeur;红色格子门;紅色格子門;あかいこうしのドア;빨간색 격자문;красная решетчатая дверь
00158;latticework door;latticework door;Gittertür;puerta celosía;puerta celosía;porte treillage;porte treillage;porta graticcio;lattendeur;格子门;格子門;こうしのドア;격자문;решетчатая дверь
00159;gray latticework door;gray latticework door;Grau-Gittertür;puerta celosía gris;puerta celosía gris;porte treillage gris;porte treillage gris;porta graticcio grigia;grijze lattendeur;灰色格子门;灰色格子門;グレーなこうしのドア;회색 격자문;серая решетчатая дверь
00160;blue latticework door;blue latticework door;Blau-Gittertür;puerta celosía azul;puerta celosía azul;porte treillage bleu;porte treillage bleu;porta graticcio blu;blauwe lattendeur;蓝色格子门;藍色格子門;あおいこうしのドア;파란색 격자문;синяя решетчатая дверь
00161;white latticework door;white latticework door;Weiß-Gittertür;puerta celosía blanca;puerta celosía blanca;porte treillage blanc;porte treillage blanc;porta graticcio bianca;witte lattendeur;白色格子门;白色格子門;しろいこうしのドア;하얀색 격자문;белая решетчатая дверь
00162;black latticework door;black latticework door;Schwarz-Gittertür;puerta celosía negra;puerta celosía negra;porte treillage noir;porte treillage noir;porta graticcio nera;zwarte lattendeur;黑色格子门;黑色格子門;くろいこうしのドア;검은색 격자문;черная решетчатая дверь
00163;walnut latticework door;walnut latticework door;Dunkelbraun-Gittertür;puerta celosía nogal;puerta celosía nogal;porte treillage marron foncé;porte treillage brun foncé;porta graticcio marr. scuro;donkerbruine lattendeur;深棕色格子门;深棕色格子門;こげちゃのこうしのドア;고동색 격자문;каштановая решетч. дверь
00164;red latticework door;red latticework door;Rot-Gittertür;puerta celosía roja;puerta celosía roja;porte treillage rouge;porte treillage rouge;porta graticcio rossa;rode lattendeur;红色格子门;紅色格子門;あかいこうしのドア;빨간색 격자문;красная решетчатая дверь
00165;latticework door;latticework door;Gittertür;puerta celosía;puerta celosía;porte treillage;porte treillage;porta graticcio;lattendeur;格子门;格子門;こうしのドア;격자문;решетчатая дверь
00166;gray latticework door;gray latticework door;Grau-Gittertür;puerta celosía gris;puerta celosía gris;porte treillage gris;porte treillage gris;porta graticcio grigia;grijze lattendeur;灰色格子门;灰色格子門;グレーなこうしのドア;회색 격자문;серая решетчатая дверь
00167;blue latticework door;blue latticework door;Blau-Gittertür;puerta celosía azul;puerta celosía azul;porte treillage bleu;porte treillage bleu;porta graticcio blu;blauwe lattendeur;蓝色格子门;藍色格子門;あおいこうしのドア;파란색 격자문;синяя решетчатая дверь
00168;white latticework door;white latticework door;Weiß-Gittertür;puerta celosía blanca;puerta celosía blanca;porte treillage blanc;porte treillage blanc;porta graticcio bianca;witte lattendeur;白色格子门;白色格子門;しろいこうしのドア;하얀색 격자문;белая решетчатая дверь
00169;black latticework door;black latticework door;Schwarz-Gittertür;puerta celosía negra;puerta celosía negra;porte treillage noir;porte treillage noir;porta graticcio nera;zwarte lattendeur;黑色格子门;黑色格子門;くろいこうしのドア;검은색 격자문;черная решетчатая дверь
00170;green basic door;green basic door;Grün-Standardtür;puerta círculo verde;puerta círculo verde;porte à hublot verte;porte à hublot verte;porta cerchio verde;groene standaarddeur;绿色圆窗木门;綠色圓窗木門;みどりのまるまどのドア;초록색 둥근 창문이 달린 문;зеленая типовая дверь
00171;yellow basic door;yellow basic door;Gelb-Standardtür;puerta círculo ocre;puerta círculo ocre;porte à hublot jaune;porte à hublot jaune;porta cerchio gialla;gele standaarddeur;黄色圆窗木门;黃色圓窗木門;きいろいまるまどのドア;노란색 둥근 창문이 달린 문;желтая типовая дверь
00172;burgundy basic door;burgundy basic door;Lila-Standardtür;puerta círculo magenta;puerta círculo magenta;porte à hublot violette;porte à hublot magenta;porta cerchio viola;paarse standaarddeur;紫色圆窗木门;紫色圓窗木門;むらさきのまるまどのドア;보라색 둥근 창문이 달린 문;фиолет. типовая дверь
00173;blue basic door;blue basic door;Blau-Standardtür;puerta círculo azul;puerta círculo azul;porte à hublot bleue;porte à hublot bleue;porta cerchio blu;blauwe standaarddeur;蓝色圆窗木门;藍色圓窗木門;あおいまるまどのドア;파란색 둥근 창문이 달린 문;синяя типовая дверь
00174;pale-blue basic door;pale-blue basic door;Hellblau-Standardtür;puerta círculo celeste;puerta círculo celeste;porte à hublot bleu clair;porte à hublot bleu clair;porta cerchio celeste;lichtblauwe standaarddeur;水蓝色圆窗木门;水藍色圓窗木門;みずいろのまるまどのドア;하늘색 둥근 창문이 달린 문;аквамарин. типовая дверь
00175;beige basic door;beige basic door;Beige-Standardtür;puerta círculo beis;puerta círculo beige;porte à hublot beige;porte à hublot beige;porta cerchio beige;beige standaarddeur;米色圆窗木门;米色圓窗木門;ベージュなまるまどのドア;베이지색 둥근 창문이 달린 문;бежевая типовая дверь
00176;white basic door;white basic door;Weiß-Standardtür;puerta círculo blanca;puerta círculo blanca;porte à hublot blanche;porte à hublot blanche;porta cerchio bianca;witte standaarddeur;白色圆窗木门;白色圓窗木門;しろいまるまどのドア;하얀색 둥근 창문이 달린 문;белая типовая дверь
00177;green basic door;green basic door;Grün-Standardtür;puerta círculo verde;puerta círculo verde;porte à hublot verte;porte à hublot verte;porta cerchio verde;groene standaarddeur;绿色圆窗木门;綠色圓窗木門;みどりのまるまどのドア;초록색 둥근 창문이 달린 문;зеленая типовая дверь
00178;yellow basic door;yellow basic door;Gelb-Standardtür;puerta círculo ocre;puerta círculo ocre;porte à hublot jaune;porte à hublot jaune;porta cerchio gialla;gele standaarddeur;黄色圆窗木门;黃色圓窗木門;きいろいまるまどのドア;노란색 둥근 창문이 달린 문;желтая типовая дверь
00179;burgundy basic door;burgundy basic door;Lila-Standardtür;puerta círculo magenta;puerta círculo magenta;porte à hublot violette;porte à hublot magenta;porta cerchio viola;rode standaarddeur;紫色圆窗木门;紫色圓窗木門;むらさきのまるまどのドア;보라색 둥근 창문이 달린 문;фиолет. типовая дверь
00180;blue basic door;blue basic door;Blau-Standardtür;puerta círculo azul;puerta círculo azul;porte à hublot bleue;porte à hublot bleue;porta cerchio blu;blauwe standaarddeur;蓝色圆窗木门;藍色圓窗木門;あおいまるまどのドア;파란색 둥근 창문이 달린 문;синяя типовая дверь
00181;pale-blue basic door;pale-blue basic door;Hellblau-Standardtür;puerta círculo celeste;puerta círculo celeste;porte à hublot bleu clair;porte à hublot bleu clair;porta cerchio turchese;lichtblauwe standaarddeur;水蓝色圆窗木门;水藍色圓窗木門;みずいろのまるまどのドア;하늘색 둥근 창문이 달린 문;аквамар. типовая дверь
00182;beige basic door;beige basic door;Beige-Standardtür;puerta círculo beis;puerta círculo beige;porte à hublot beige;porte à hublot beige;porta cerchio beige;beige standaarddeur;米色圆窗木门;米色圓窗木門;ベージュなまるまどのドア;베이지색 둥근 창문이 달린 문;бежевая типовая дверь
00183;white basic door;white basic door;Weiß-Standardtür;puerta círculo blanca;puerta círculo blanca;porte à hublot blanche;porte à hublot blanche;porta cerchio bianca;witte standaarddeur;白色圆窗木门;白色圓窗木門;しろいまるまどのドア;하얀색 둥근 창문이 달린 문;белая типовая дверь
00184;white zen door;white zen door;Weiß-Japan-Tür;puerta oriental blanca;puerta oriental blanca;porte zen blanche;porte zen blanche;porta zen bianca;witte zendeur;白色和风门;白色和風門;しろいわふうなドア;하얀색 일본풍 문;белая дзен-дверь
00185;white zen door;white zen door;Weiß-Japan-Tür;puerta oriental blanca;puerta oriental blanca;porte zen blanche;porte zen blanche;porta zen bianca;witte zendeur;白色和风门;白色和風門;しろいわふうなドア;하얀색 일본풍 문;белая дзен-дверь
00186;white rustic door;white rustic door;Weiß-Rustikaltür;puerta rústica blanca;puerta rústica blanca;porte rustique blanche;porte rustique blanche;porta grezza bianca;witte rustieke deur;白色朴素门;白色樸素門;しろいそぼくなドア;하얀색 소박한 문;белая простая дверь
00187;maple rustic door;maple rustic door;Ahorn-Rustikaltür;puerta rústica marrón;puerta rústica marrón;porte rustique érable;porte rustique érable;porta grezza d'acero;esdoornen rustieke deur;枫叶色朴素门;楓葉色樸素門;メープルのそぼくなドア;메이플 소박한 문;кленовая простая дверь
00188;black rustic door;black rustic door;Schwarz-Rustikaltür;puerta rústica negra;puerta rústica negra;porte rustique noire;porte rustique noire;porta grezza nera;zwarte rustieke deur;黑色朴素门;黑色樸素門;くろいそぼくなドア;검은색 소박한 문;черная простая дверь
00189;red rustic door;red rustic door;Rot-Rustikaltür;puerta rústica roja;puerta rústica roja;porte rustique rouge;porte rustique rouge;porta grezza rossa;rode rustieke deur;红色朴素门;紅色樸素門;あかいそぼくなドア;빨간색 소박한 문;красная простая дверь
00190;blue rustic door;blue rustic door;Blau-Rustikaltür;puerta rústica azul;puerta rústica azul;porte rustique bleue;porte rustique bleue;porta grezza azzurra;blauwe rustieke deur;蓝色朴素门;藍色樸素門;あおいそぼくなドア;파란색 소박한 문;синяя простая дверь
00191;light-green rustic door;light-green rustic door;Hellgrün-Rustikaltür;puerta rústica turquesa;puerta rústica turquesa;porte rustique vert clair;porte rustique vert pâle;porta grezza verde chiaro;lichtgroene rustieke deur;淡绿色朴素门;淡綠色樸素門;うすみどりのそぼくなドア;연녹색 소박한 문;зеленая простая дверь
00192;pink rustic door;pink rustic door;Rosa-Rustikaltür;puerta rústica rosa;puerta rústica rosa;porte rustique rose;porte rustique rose;porta grezza rosa;roze rustieke deur;粉红色朴素门;粉紅色樸素門;ピンクのそぼくなドア;핑크색 소박한 문;розовая простая дверь
00193;white rustic door;white rustic door;Weiß-Rustikaltür;puerta rústica blanca;puerta rústica blanca;porte rustique blanche;porte rustique blanche;porta grezza bianca;witte rustieke deur;白色朴素门;白色樸素門;しろいそぼくなドア;하얀색 소박한 문;белая простая дверь
00194;maple rustic door;maple rustic door;Ahorn-Rustikaltür;puerta rústica marrón;puerta rústica marrón;porte rustique érable;porte rustique érable;porta grezza d'acero;esdoornen rustieke deur;枫叶色朴素门;楓葉色樸素門;メープルのそぼくなドア;메이플 소박한 문;кленовая простая дверь
00195;black rustic door;black rustic door;Schwarz-Rustikaltür;puerta rústica negra;puerta rústica negra;porte rustique noire;porte rustique noire;porta grezza nera;zwarte rustieke deur;黑色朴素门;黑色樸素門;くろいそぼくなドア;검은색 소박한 문;черная простая дверь
00196;red rustic door;red rustic door;Rot-Rustikaltür;puerta rústica roja;puerta rústica roja;porte rustique rouge;porte rustique rouge;porta grezza rossa;rode rustieke deur;红色朴素门;紅色樸素門;あかいそぼくなドア;빨간색 소박한 문;красная простая дверь
00197;blue rustic door;blue rustic door;Blau-Rustikaltür;puerta rústica azul;puerta rústica azul;porte rustique bleue;porte rustique bleue;porta grezza azzurra;blauwe rustieke deur;蓝色朴素门;藍色樸素門;あおいそぼくなドア;파란색 소박한 문;синяя простая дверь
00198;light-green rustic door;light-green rustic door;Hellgrün-Rustikaltür;puerta rústica turquesa;puerta rústica turquesa;porte rustique vert clair;porte rustique vert pâle;porta grezza verde chiaro;lichtgroene rustieke deur;淡绿色朴素门;淡綠色樸素門;うすみどりのそぼくなドア;연녹색 소박한 문;зеленая простая дверь
00199;pink rustic door;pink rustic door;Rosa-Rustikaltür;puerta rústica rosa;puerta rústica rosa;porte rustique rose;porte rustique rose;porta grezza rosa;roze rustieke deur;粉红色朴素门;粉紅色樸素門;ピンクのそぼくなドア;핑크색 소박한 문;розовая простая дверь
00200;brown imperial door;brown imperial door;Braun-Fernost-Tür;puerta imperial marrón;puerta imperial marrón;porte impériale marron;porte impériale brun;porta imperiale marrone;bruine keizerlijke deur;茶色中式门;茶色中式門;ちゃいろいちゅうかなドア;갈색 중국풍 문;бурая азиатская дверь
00201;red imperial door;red imperial door;Rot-Fernost-Tür;puerta imperial roja;puerta imperial roja;porte impériale rouge;porte impériale rouge;porta imperiale rossa;rode keizerlijke deur;红色中式门;紅色中式門;あかいちゅうかなドア;빨간색 중국풍 문;красная азиатская дверь
00202;yellow imperial door;yellow imperial door;Gelb-Fernost-Tür;puerta imperial ocre;puerta imperial ocre;porte impériale jaune;porte impériale jaune;porta imperiale gialla;gele keizerlijke deur;黄色中式门;黃色中式門;きいろいちゅうかなドア;노란색 중국풍 문;желтая азиатская дверь
00203;green imperial door;green imperial door;Grün-Fernost-Tür;puerta imperial verde;puerta imperial verde;porte impériale verte;porte impériale verte;porta imperiale verde;groene keizerlijke deur;绿色中式门;綠色中式門;みどりのちゅうかなドア;초록색 중국풍 문;зеленая азиатская дверь
00204;red-green imperial door;red-green imperial door;Rot-grün-Fernost-Tür;puerta imperial roja y verde;puerta imperial roja y verde;porte impériale rouge vert;porte impériale rouge vert;porta imperiale rossoverde;felrode keizerlijke deur;红绿色中式门;紅配綠中式門;あかとみどりのちゅうかなドア;빨강 초록 중국풍 문;кр.-зел. азиатская дверь
00205;white imperial door;white imperial door;Weiß-Fernost-Tür;puerta imperial blanca;puerta imperial blanca;porte impériale blanche;porte impériale blanche;porta imperiale bianca;witte keizerlijke deur;白色中式门;白色中式門;しろいちゅうかなドア;하얀색 중국풍 문;белая азиатская дверь
00206;black imperial door;black imperial door;Schwarz-Fernost-Tür;puerta imperial negra;puerta imperial negra;porte impériale noire;porte impériale noire;porta imperiale nera;zwarte keizerlijke deur;黑色中式门;黑色中式門;くろいちゅうかなドア;검은색 중국풍 문;черная азиатская дверь
00207;brown imperial door;brown imperial door;Braun-Fernost-Tür;puerta imperial marrón;puerta imperial marrón;porte impériale marron;porte impériale brun;porta imperiale marrone;bruine keizerlijke deur;茶色中式门;茶色中式門;ちゃいろいちゅうかなドア;갈색 중국풍 문;бурая азиатская дверь
00208;red imperial door;red imperial door;Rot-Fernost-Tür;puerta imperial roja;puerta imperial roja;porte impériale rouge;porte impériale rouge;porta imperiale rossa;rode keizerlijke deur;红色中式门;紅色中式門;あかいちゅうかなドア;빨간색 중국풍 문;красная азиатская дверь
00209;yellow imperial door;yellow imperial door;Gelb-Fernost-Tür;puerta imperial ocre;puerta imperial ocre;porte impériale jaune;porte impériale jaune;porta imperiale gialla;gele keizerlijke deur;黄色中式门;黃色中式門;きいろいちゅうかなドア;노란색 중국풍 문;желтая азиатская дверь
00210;green imperial door;green imperial door;Grün-Fernost-Tür;puerta imperial verde;puerta imperial verde;porte impériale verte;porte impériale verte;porta imperiale verde;groene keizerlijke deur;绿色中式门;綠色中式門;みどりのちゅうかなドア;초록색 중국풍 문;зеленая азиатская дверь
00211;red-green imperial door;red-green imperial door;Rot-grün-Fernost-Tür;puerta imperial roja y verde;puerta imperial roja y verde;porte impériale rouge vert;porte impériale rouge vert;porta imperiale rossoverde;felrode keizerlijke deur;红绿色中式门;紅配綠中式門;あかとみどりのちゅうかなドア;빨강 초록 중국풍 문;кр.-зел. азиатская дверь
00212;white imperial door;white imperial door;Weiß-Fernost-Tür;puerta imperial blanca;puerta imperial blanca;porte impériale blanche;porte impériale blanche;porta imperiale bianca;witte keizerlijke deur;白色中式门;白色中式門;しろいちゅうかなドア;하얀색 중국풍 문;белая азиатская дверь
00213;black imperial door;black imperial door;Schwarz-Fernost-Tür;puerta imperial negra;puerta imperial negra;porte impériale noire;porte impériale noire;porta imperiale nera;zwarte keizerlijke deur;黑色中式门;黑色中式門;くろいちゅうかなドア;검은색 중국풍 문;черная азиатская дверь
00221;maple windowed door;maple windowed door;Ahorn-Fenstertür;puerta clásica marrón;puerta clásica marrón;porte à fenêtre érable;porte à fenêtre érable;porta con finestra d'acero;esdoorndeur met raampje;枫叶色有窗木门;楓葉色有窗木門;メープルなまどつきのドア;메이플 창문이 달린 문;кленовая дверь с окном
00222;red windowed door;red windowed door;Rot-Fenstertür;puerta clásica roja;puerta clásica roja;porte à fenêtre rouge;porte à fenêtre rouge;porta con finestra rossa;rode deur met raampje;红色有窗木门;紅色有窗木門;あかいまどつきのドア;빨간색 창문이 달린 문;красная дверь с окном
00223;green windowed door;green windowed door;Grün-Fenstertür;puerta clásica verde;puerta clásica verde;porte à fenêtre verte;porte à fenêtre verte;porta con finestra verde;groene deur met raampje;绿色有窗木门;綠色有窗木門;みどりのまどつきのドア;초록색 창문이 달린 문;зеленая дверь с окном
00224;blue windowed door;blue windowed door;Blau-Fenstertür;puerta clásica azul;puerta clásica azul;porte à fenêtre bleue;porte à fenêtre bleue;porta con finestra blu;blauwe deur met raampje;蓝色有窗木门;藍色有窗木門;あおいまどつきのドア;파란색 창문이 달린 문;синяя дверь с окном
00225;gray windowed door;gray windowed door;Grau-Fenstertür;puerta clásica gris;puerta clásica gris;porte à fenêtre grise;porte à fenêtre bleu-gris;porta con finestra grigia;grijze deur met raampje;灰色有窗木门;灰色有窗木門;グレーなまどつきのドア;회색 창문이 달린 문;серая дверь с окном
00226;beige windowed door;beige windowed door;Beige-Fenstertür;puerta clásica beis;puerta clásica beige;porte à fenêtre beige;porte à fenêtre beige;porta con finestra beige;beige deur met raampje;米色有窗木门;米色有窗木門;ベージュのまどつきのドア;베이지색 창문이 달린 문;бежевая дверь с окном
00227;white windowed door;white windowed door;Weiß-Fenstertür;puerta clásica blanca;puerta clásica blanca;porte à fenêtre blanche;porte à fenêtre blanche;porta con finestra bianca;witte deur met raampje;白色有窗木门;白色有窗木門;しろいまどつきのドア;하얀색 창문이 달린 문;белая дверь с окном
00228;maple windowed door;maple windowed door;Ahorn-Fenstertür;puerta clásica marrón;puerta clásica marrón;porte à fenêtre érable;porte à fenêtre érable;porta con finestra d'acero;esdoorndeur met raampje;枫叶色有窗木门;楓葉色有窗木門;メープルなまどつきのドア;메이플 창문이 달린 문;кленовая дверь с окном
00229;red windowed door;red windowed door;Rot-Fenstertür;puerta clásica roja;puerta clásica roja;porte à fenêtre rouge;porte à fenêtre rouge;porta con finestra rossa;rode deur met raampje;红色有窗木门;紅色有窗木門;あかいまどつきのドア;빨간색 창문이 달린 문;красная дверь с окном
00230;green windowed door;green windowed door;Grün-Fenstertür;puerta clásica verde;puerta clásica verde;porte à fenêtre verte;porte à fenêtre verte;porta con finestra verde;groene deur met raampje;绿色有窗木门;綠色有窗木門;みどりのまどつきのドア;초록색 창문이 달린 문;зеленая дверь с окном
00231;blue windowed door;blue windowed door;Blau-Fenstertür;puerta clásica azul;puerta clásica azul;porte à fenêtre bleue;porte à fenêtre bleue;porta con finestra blu;blauwe deur met raampje;蓝色有窗木门;藍色有窗木門;あおいまどつきのドア;파란색 창문이 달린 문;синяя дверь с окном
00232;gray windowed door;gray windowed door;Grau-Fenstertür;puerta clásica gris;puerta clásica gris;porte à fenêtre grise;porte à fenêtre bleu-gris;porta con finestra grigia;grijze deur met raampje;灰色有窗木门;灰色有窗木門;グレーなまどつきのドア;회색 창문이 달린 문;серая дверь с окном
00233;beige windowed door;beige windowed door;Beige-Fenstertür;puerta clásica beis;puerta clásica beige;porte à fenêtre beige;porte à fenêtre beige;porta con finestra beige;beige deur met raampje;米色有窗木门;米色有窗木門;ベージュのまどつきのドア;베이지색 창문이 달린 문;бежевая дверь с окном
00234;white windowed door;white windowed door;Weiß-Fenstertür;puerta clásica blanca;puerta clásica blanca;porte à fenêtre blanche;porte à fenêtre blanche;porta con finestra bianca;witte deur met raampje;白色有窗木门;白色有窗木門;しろいまどつきのドア;하얀색 창문이 달린 문;белая дверь с окном
00235;red iron door;red iron door;Rot-Eisentür;puerta de hierro roja;puerta de hierro roja;porte en métal rouge;porte en métal rouge;porta di metallo rossa;rode ijzeren deur;红色铁门;紅色鐵門;あかいてつのドア;빨간색 철제 문;красная железная дверь
00236;blue iron door;blue iron door;Blau-Eisentür;puerta de hierro azul;puerta de hierro azul;porte en métal bleue;porte en métal bleue;porta di metallo blu;blauwe ijzeren deur;蓝色铁门;藍色鐵門;あおいてつのドア;파란색 철제 문;синяя железная дверь
00237;yellow iron door;yellow iron door;Gelb-Eisentür;puerta de hierro ocre;puerta de hierro ocre;porte en métal jaune;porte en métal jaune;porta di metallo gialla;gele ijzeren deur;黄色铁门;黃色鐵門;きいろいてつのドア;노란색 철제 문;желтая железная дверь
00238;green iron door;green iron door;Grün-Eisentür;puerta de hierro verde;puerta de hierro verde;porte en métal verte;porte en métal verte;porta di metallo verde;groene ijzeren deur;绿色铁门;綠色鐵門;みどりのてつのドア;초록색 철제 문;зеленая железная дверь
00239;pink iron door;pink iron door;Rosa-Eisentür;puerta de hierro rosa;puerta de hierro rosa;porte en métal rose;porte en métal rose;porta di metallo rosa;roze ijzeren deur;粉红色铁门;粉紅色鐵門;ピンクなてつのドア;핑크색 철제 문;розовая железная дверь
00240;gray iron door;gray iron door;Grau-Eisentür;puerta de hierro gris;puerta de hierro gris;porte en métal grise;porte en métal grise;porta di metallo grigia;grijze ijzeren deur;灰色铁门;灰色鐵門;グレーのてつのドア;회색 철제 문;серая железная дверь
00241;white iron door;white iron door;Weiß-Eisentür;puerta de hierro blanca;puerta de hierro blanca;porte en métal blanche;porte en métal blanche;porta di metallo bianca;witte ijzeren deur;白色铁门;白色鐵門;しろいてつのドア;하얀색 철제 문;белая железная дверь
00242;red iron door;red iron door;Rot-Eisentür;puerta de hierro roja;puerta de hierro roja;porte en métal rouge;porte en métal rouge;porta di metallo rossa;rode ijzeren deur;红色铁门;紅色鐵門;あかいてつのドア;빨간색 철제 문;красная железная дверь
00243;blue iron door;blue iron door;Blau-Eisentür;puerta de hierro azul;puerta de hierro azul;porte en métal bleue;porte en métal bleue;porta di metallo blu;blauwe ijzeren deur;蓝色铁门;藍色鐵門;あおいてつのドア;파란색 철제 문;синяя железная дверь
00244;yellow iron door;yellow iron door;Gelb-Eisentür;puerta de hierro ocre;puerta de hierro ocre;porte en métal jaune;porte en métal jaune;porta di metallo gialla;gele ijzeren deur;黄色铁门;黃色鐵門;きいろいてつのドア;노란색 철제 문;желтая железная дверь
00245;green iron door;green iron door;Grün-Eisentür;puerta de hierro verde;puerta de hierro verde;porte en métal verte;porte en métal verte;porta di metallo verde;groene ijzeren deur;绿色铁门;綠色鐵門;みどりのてつのドア;초록색 철제 문;зеленая железная дверь
00246;pink iron door;pink iron door;Rosa-Eisentür;puerta de hierro rosa;puerta de hierro rosa;porte en métal rose;porte en métal rose;porta di metallo rosa;roze ijzeren deur;粉红色铁门;粉紅色鐵門;ピンクなてつのドア;핑크색 철제 문;розовая железная дверь
00247;gray iron door;gray iron door;Grau-Eisentür;puerta de hierro gris;puerta de hierro gris;porte en métal grise;porte en métal grise;porta di metallo grigia;grijze ijzeren deur;灰色铁门;灰色鐵門;グレーのてつのドア;회색 철제 문;серая железная дверь
00248;white iron door;white iron door;Weiß-Eisentür;puerta de hierro blanca;puerta de hierro blanca;porte en métal blanche;porte en métal blanche;porta di metallo bianca;witte ijzeren deur;白色铁门;白色鐵門;しろいてつのドア;하얀색 철제 문;белая железная дверь
00249;maple wooden door;maple wooden door;Ahorn-Holztür;puerta de madera marrón;puerta de madera marrón;porte en bois d'érable;porte en bois d'érable;porta di legno d'acero;esdoornhouten deur;枫叶色积木门;楓葉色木門;メープルなきぐみのドア;메이플 목제 문;кленов. деревянная дверь
00250;red wooden door;red wooden door;Rot-Holztür;puerta de madera roja;puerta de madera roja;porte en bois rouge;porte en bois rouge;porta di legno rossa;rode houten deur;红色积木门;紅色木門;あかいきぐみのドア;빨간색 목제 문;красн. деревянная дверь
00251;green wooden door;green wooden door;Grün-Holztür;puerta de madera verde;puerta de madera verde;porte en bois verte;porte en bois verte;porta di legno verde;groene houten deur;绿色积木门;綠色木門;みどりのきぐみのドア;초록색 목제 문;зелен. деревянная дверь
00252;blue wooden door;blue wooden door;Blau-Holztür;puerta de madera azul;puerta de madera azul;porte en bois bleue;porte en bois bleue;porta di legno blu;blauwe houten deur;蓝色积木门;藍色木門;あおいきぐみのドア;파란색 목제 문;синяя деревянная дверь
00253;gray wooden door;gray wooden door;Grau-Holztür;puerta de madera gris;puerta de madera gris;porte en bois grise;porte en bois bleu-gris;porta di legno grigia;grijze houten deur;灰色积木门;灰色木門;グレーなきぐみのドア;회색 목제 문;серая деревянная дверь
